	gram_1	gram_2	gram_3	Freq
964	role	leadership	process	4
965	subordinate	job	satisfaction	6
966	behavior	style	expectation	3
967	contents	view	approach	3
968	ii	x	ii	3
969	challenge	theory	risk	3
970	effectiveness_level	success	organization	3
971	effort	organizational	citizenship	6
972	internal	external	attribution	4
973	translate	tangible	organizational	3
974	organization	transform	situational	5
975	value##oriented	leadership	approach	3
976	organizational_outcome	leadership	practice	4
977	consideration	initial	structure	3
978	charismatic_leadership_theory	independent	variable	4
979	investment	decision	financial	4
980	leader	enhance	follower	7
981	report	leader	behavior	5
982	intergroup	form	relationship	3
983	democratic	laissez##faire	leadership	6
984	relational	approach	recognize	6
985	leader	need	possess	3
986	connectionist	model	leadership	25
987	intrinsic	motivation	extrinsic	3
988	traditional	theory	leadership	3
989	distal	outcome	trust	3
990	role	performance	deviant	3
991	leadership	style	woman	6
992	nature	leadership	answer	3
993	psychological	safety	autocratic	3
994	leadership	case	study	4
995	role	view	leadership	3
996	solution	proposal	supportive	3
997	dimension	reaction	variable	4
998	leader	behavior	addition	8
999	ethical	leader	influence	4
1000	expect	positive	association	4
1001	coaching	behavior	assessment	3
1002	hear	multitude	interdependent	3
1003	high	consideration	structure	3
1004	trust	building	erosion	6
1005	autocratic	leadership	team	14
1006	leadership	studies	university	187
1007	version	intrinsic	motivation	3
1008	illuminate	key	issue	3
1009	change	challenge	status	3
1010	rating	presidential	charismatic_leadership_theory	4
1011	process	relational	leadership	3
1012	equity	social	comparison	3
1013	long	term	service	6
1014	supervisory	level	leadership	3
1015	type	leadership	appropriate	3
1016	daily	need	fulfillment	6
1017	relationship	transformational_leadership_theory	climate	3
1018	latent	factor	intercorrelation	4
1019	average	group	member	3
1020	future	research	direction	3
1021	leadership	characteristic	charismatic_leadership_theory	3
1022	integrate	theoretical	framework	3
1023	characteristic	predict	leader	3
1024	focus	interpersonal	relationship	3
1025	leadership	theory	expand	3
1026	trait	predict	leadership	9
1027	raise	relationship##oriented	framework	3
1028	leadership	theory	general	3
1029	mind	contents	knowledge	3
1030	exchange	social	exchange	6
1031	leader	emergent	leader	3
1032	motivation	intellectual	stimulation	24
1033	individualize	leadership	innovative	8
1034	individual	cognition	act	3
1035	relationship	base	mutual	3
1036	separation	mind	nature	3
1037	expectation	follower	success	5
1038	school	social	network	6
1039	relationship	interactive	organizational_outcome	3
1040	co##worker	score	high	3
1041	program	global	leadership	3
1042	value##oriented	symbolic	emotion	4
1043	organizational	reality	decision	3
1044	leadership	process	hosking	3
1045	influence	compatible	seek	3
1046	relationship	charismatic_leadership_theory	burnout	5
1047	interaction	relationship	process	3
1048	contingent	reward	laissez##faire	5
1049	need	explore	increase	3
1050	method	participant	cooperate	3
1051	leadership	behavior	category	8
1052	leadership	emergence	leadership	5
1053	propose	leader	articulation	3
1054	employee	in##group	outgroup	3
1055	component	innovative	behavior	3
1056	leader	behavior	condition	4
1057	self##view	chronic	self##schema	3
1058	demonstration	appropriate	conduct	5
1059	early	vertical_dyad_linkage_theory	characteristic	4
1060	identity	salience	moderate	4
1061	entity	approach	person	3
1062	satisfaction	turnover	intention	5
1063	contrast	traditional	approach	3
1064	role	behavior	organizational	4
1065	individual	experience	stress	3
1066	process	other	adopt	3
1067	implement	corporate	social	5
1068	relational_approach	focus	aesthetic	3
1069	manager	perceive	job	4
1070	theory	human	nature	4
1071	role	define	masculine	3
1072	organize	work	coordinate	3
1073	operationalize	survey	question	3
1074	leadership	theory	social	3
1075	effectiveness_level	multifactor	leadership	6
1076	conclude	leadership	style	3
1077	leadership	complex	interactive	4
1078	facilitate	team	innovativeness	3
1079	task	significance	autonomy	4
1080	democratic	participative	style	4
1081	four	variable	moderate	3
1082	relationship	mean	entity	3
1083	relative	approach	discussion	3
1084	present	study	transformational_leadership_theory	3
1085	identify	number	type	3
1086	relational	constructionism	theorize	3
1087	vary	level	competence	3
1088	asset	centralize	leadership	3
1089	term	job	control	6
1090	adopt	realist	ontology	3
1091	aspect	transformational	leader	3
1092	sell	primary	leadership	3
1093	identify	relational	process	3
1094	account	leadership	hosking	3
1095	depend	reaction	follower	3
1096	masculine	leadership	model	5
1097	invest	corporate	social	3
1098	independent	bound	entity	3
1099	performance	organizational	commitment	6
1100	high	concern	people	3
1101	approach	follower	perception	3
1102	dyad	research	address	3
1103	leader	implement	change	3
1104	attractiveness	masculinity	intelligence	4
1105	approach	combination	examine	3
1106	larger	interact	relationship	3
1107	work	unit	organization	11
1108	glickman	developmental	supervision	3
1109	individual	emerge	leader	7
1110	citizenship	behavior	affective	10
1111	behavior	measure	study	8
1112	improve	leader	affective	3
1113	provide	inspirational	motivation	4
1114	relationship	intelligence	leadership	4
1115	job	high	demand	4
1116	study	transformational	leader	3
1117	literature	review	lean	3
1118	include	insider	outsider	3
1119	safety	culture	influence	4
1120	symbolize	embody	moral	3
1121	relationship	charismatic_leadership_theory	transformational_leadership_theory	3
1122	practice	stronger	positive	3
1123	leadership	occur	direction	5
1124	order	negotiate	group	4
1125	aspect	leadership	style	5
1126	foster	positive	self##development	4
1127	occupy	central	position	9
1128	leadership	reward	anonymity	3
1129	self##concept	knowledge	reflection	3
1130	investigate	leadership	style	6
1131	supportive	participative	leadership	4
1132	leadership	focus	break	3
1133	longitudinal	field	study	3
1134	larger	socioeconomic	environment	3
1135	innovative	behavior	transformational_leadership_theory	4
1136	follower	intrinsic	motivation	8
1137	m1	m1	m2	9
1138	approach	relationship	refer	3
1139	work	relational##collective	self	3
1140	high	need	achievement	6
1141	environment	team	member	5
1142	continue	part	way	3
1143	team	trauma	resuscitation	8
1144	core	competency	situational	4
1145	intersubjectivity	meeting	requirement	3
1146	studies	university	state	63
1147	direct	attention	focus	4
1148	base	work	bass	3
1149	study	follower	reaction	3
1150	model	leader##member	attribution	3
1151	way	theorize	leadership	3
1152	objective	effort	build	3
1153	leadership	grow	interest	3
1154	hotel	employee	perceive	6
1155	future	examine	leadership	3
1156	difference	perception	outstanding	3
1157	behavior	credit	building	3
1158	situation	group	member	3
1159	type	leadership	result	3
1160	four	country	differ	3
1161	extent	emotion	mediate	3
1162	actor	relationship	equal	3
1163	follower	appropriate	direction	4
1164	socioeconomic	environment	power	3
1165	canadian	supply	chain	3
1166	leadership	relationship	traditional	3
1167	exchange	relationship	represent	3
1168	work	environment	active	3
1169	leader	successful	school	3
1170	value	altruistic	love	6
1171	clear	rule	behavior	3
1172	strong	theory	acceptance	3
1173	develop	situational_contingency_theory	leadership	3
1174	approach	leadership	role	5
1175	seminal	achievement_goal_theory	paper	3
1176	organizational_outcome	present	study	7
1177	indirect	firm	reputation	4
1178	charismatic_leadership_theory	leader	tend	7
1179	employee	trust	leader	3
1180	result	current	study	13
1181	relational	ontology	raise	3
1182	leader	behave	way	5
1183	integration	coordination	complex	5
1184	result	model	drive	3
1185	value	interest	play	3
1186	generate	social	structure	3
1187	perceive	effectiveness_level	leader	3
1188	activity	team	member	3
1189	knowledge	management	organizational	3
1190	leader	characteristic	performance	3
1191	key	aspect	charismatic_leadership_theory	3
1192	network	enact	include	3
1193	mechanism	transformational	leader	3
1194	change	relational	approach	3
1195	serve	role	model	13
1196	intention	behavior	style	3
1197	people	focus	dynamics	3
1198	moderator	leader	contingent	3
1199	organizational_outcome	ethical	culture	3
1200	question	extent	leadership	4
1201	work	model	attachment	3
1202	identify	characteristic	individual	3
1203	employee	performance	employee	5
1204	play	support	negate	3
1205	employee	expose	bullying	3
1206	delegate	style	low	4
1207	ritter	lord	explore	3
1208	person	organization	fi	20
1209	language	relate	non##verbal	3
1210	leadership	position	individual	3
1211	stimulation	refer	leader	4
1212	vertical_dyad_linkage_theory	collective	self	3
1213	work##group	control	reward	4
1214	ascribe	group	define	3
1215	structural	equation	model	7
1216	approach	move	call	3
1217	situational_contingency_theory	prescriptive	guideline	3
1218	seek	satisfy	value	3
1219	non##repetitive	interaction	non##interaction	3
1220	interpersonal	individual	cognition	3
1221	self	ongoing	construction	3
1222	inherent	constitutive	social	3
1223	work	unit	service	3
1224	life	operationalize	richer	3
1225	order	partial	correlation	3
1226	organizational	commitment	leader	3
1227	position	power	leader	3
1228	leader##follower_theory	leader	perception	4
1229	hong	kong	sample	5
1230	question	address	test	3
1231	weierter	suggest	objective	3
1232	recur	action	model	4
1233	salesperson	perception	ethical	5
1234	satisfaction	leader	job	4
1235	refer	total	characteristic	4
1236	recognize	form	leadership	3
1237	reflect	mutual	influence	3
1238	decision	process	consistent	3
1239	organizational	culture	analytic	3
1240	leadership	model	difference	3
1241	identify	group	membership	4
1242	individual	perception	cognition	5
1243	relationship	economic	exchange	3
1244	individual	team	organizational##level	4
1245	employee	decision##make	authority	3
1246	related	employee	affective	3
1247	brevity	clarity	abstractness	3
1248	follower	cultural	approach	9
1249	five	core	job	3
1250	process	individual	engage	3
1251	examine	role	transformational_leadership_theory	4
1252	interaction	leader	behavior	3
1253	behavior	reflect	degree	3
1254	task	structuring	support	3
1255	process	vary	level	3
1256	integrative	model	leadership	6
1257	perception	asian	americans	10
1258	symbolic	interactionist	naturalist	3
1259	structure	overall	type	3
1260	practical	implication	practical	3
1261	transgression	exemplary	behavior	3
1262	form	leader	behavior	8
1263	disease	psychological	strain	4
1264	multiple	influence	relationship	3
1265	technology	enable	work	3
1266	conger##kanungo	model	charismatic_leadership_theory	3
1267	negotiate	group	explore	3
1268	individual	enter	organization	3
1269	effectiveness_level	human	resource	3
1270	number	type	link	3
1271	measure	group	output	3
1272	appear	description	close	5
1273	contingent	reward	non##contingent	14
1274	transformational_leadership_theory	knowledge	management	8
1275	relationship	attachment	style	5
1276	leadership	style	cross##national	4
1277	accuracy	foresight	improvidence	3
1278	anxious	avoidant	attachment	4
1279	leader	hierarchical	level	6
1280	play	pivotal	role	5
1281	entity	relational	approach	26
1282	study	address	issue	4
1283	need	influence	strong	3
1284	positive	attitude	behaviour	3
1285	preference	style	supervision	3
1286	value	congruence	charismatic_leadership_theory	4
1287	social	responsibility	corporate	10
1288	dyad	rich	discourse	3
1289	static	change##leader	collaborator	3
1290	employee	performance	measure	4
1291	exchange	theory	describe	3
1292	transformational_leadership_theory	stronger	organizational_outcome	4
1293	role	leader	role	7
1294	weak	strong	investigate	3
1295	relational	self##construal	extend	3
1296	differ	add	approach	3
