	gram_1	gram_2	Freq
1239	identify	anonymous	4
1240	give	greater	5
1241	factor	account	10
1242	office	manager	4
1243	senior	leadership	7
1244	transactional_transformational_leadership_model	bass	11
1245	employ	longitudinal	4
1246	power	inherent	4
1247	method	investigate	3
1248	term	role	9
1249	expect	ethical	3
1250	large	number	37
1251	gender	leader	3
1252	dyad	group##level	3
1253	blake##mouton_managerial_grid_model_leadership	grid	3
1254	symbolic	interactionism	9
1255	motivational	mechanism	17
1256	turn	shape	5
1257	questionnaire	result	3
1258	authentic_leadership_theory	view	3
1259	share_leadership_theory	responsibility	3
1260	theory	stronger	3
1261	contribution	leadership	17
1262	act	role	8
1263	link	attribution	3
1264	negative	emotion	35
1265	humility	construct	3
1266	exhibit	transformational_leadership_theory	6
1267	stronger	association	3
1268	work	demand	5
1269	behaviour	situation	4
1270	assess	extent	12
1271	reaction	beauty	3
1272	measure	high	4
1273	learn	accept	3
1274	anonymity	enhance	3
1275	reason	failure	3
1276	low	frequency	4
1277	decision	increase	5
1278	manufacturing	setting	3
1279	separate	distance	3
1280	strategic	choice	4
1281	improvement	innovation	3
1282	future	leadership	18
1283	model	fit	17
1284	leadership	responsibility	20
1285	lead	problem	3
1286	leader	motive	50
1287	organizational_outcome	patient	3
1288	refer	people	3
1289	insider	outsider	7
1290	people	integrate	3
1291	elaboration	process	7
1292	value	emerge	3
1293	influence	member	21
1294	core	micro##strategy	9
1295	leadership	discuss	20
1296	style	tendency	3
1297	innovation	create	3
1298	previous	work	19
1299	logistic	service	4
1300	determinant	performance	3
1301	foster	development	10
1302	regard	factor	3
1303	behavior	framework	7
1304	formal	power	4
1305	map	three	3
1306	leadership	improve	8
1307	asset	centralize	3
1308	exhibit	behaviour	8
1309	potential	value	3
1310	ad##hoc	group	5
1311	hold	theory	10
1312	conceal	true	3
1313	leadership	large	3
1314	social	economic	22
1315	community	value	4
1316	task	solve	3
1317	type	leader##follower_theory	3
1318	follower	feeling	4
1319	result	investigation	5
1320	follower	rater	4
1321	legitimate	power	13
1322	approach	typical	3
1323	future	optimism	3
1324	relationship##oriented	mean	3
1325	understanding	contextual	5
1326	superior	leader	6
1327	state	transformational_leadership_theory	3
1328	homogenous	group	5
1329	power	individual	7
1330	environment	strong	3
1331	basis	expect	4
1332	score	style	3
1333	satisfaction	result	4
1334	difference	vertical_dyad_linkage_theory	24
1335	dental	student	6
1336	thought	behavior	7
1337	aspect	organization	7
1338	measure	power	3
1339	random	organizational_outcome	3
1340	initiate	action	6
1341	behavioral	description	3
1342	acknowledge	critical	3
1343	affect	dynamics	4
1344	area	review	3
1345	scientific	management	12
1346	complex	require	3
1347	climate	play	5
1348	ability	conceptualize	3
1349	require	leader	25
1350	mackenzie	williams	6
1351	job	provide	5
1352	detailed	discussion	9
1353	construction	mean	3
1354	align	value	5
1355	group	man	5
1356	indirect	mediate	3
1357	organizational_outcome	suggest	5
1358	good	challenge	3
1359	study	apply	10
1360	related	trust	6
1361	task	encourage	3
1362	strategic	change	6
1363	future	data	3
1364	culture	unit	3
1365	cultural	historical	13
1366	follower	expectancy	4
1367	compare	follower	4
1368	diffusion	innovation	3
1369	mind	contents	6
1370	unit	membership	3
1371	share_leadership_theory	individual	4
1372	element	definition	3
1373	dimension	omnibus	6
1374	potency	operationalization	6
1375	extraverted	agreeable	3
1376	theorys	prediction	10
1377	central	characteristic	7
1378	assessment	current	3
1379	determine	power	3
1380	alter	identity	8
1381	leader	invoke	3
1382	emerge	reality	3
1383	force	management	33
1384	decision	implement	3
1385	satisfaction	pay	4
1386	interesting	area	5
1387	transformational_leadership_theory	numerous	3
1388	motivational	affective	7
1389	change	draw	4
1390	organizational_outcome	high	8
1391	explain	variability	7
1392	schedule	time	3
1393	develop	tool	3
1394	manage	lead	8
1395	desire	result	8
1396	leadership	individual	37
1397	economic	factor	4
1398	level	bring	3
1399	interaction	nature	3
1400	professional	work	4
1401	situational_contingency_theory	study	4
1402	display	frequent	3
1403	result	finding	7
1404	special	issue	42
1405	select	subordinate	4
1406	play	central	8
1407	advantage	disadvantage	9
1408	structure	reduce	4
1409	shape	form	3
1410	subordinate	leadership	15
1411	number	in##depth	3
1412	practice	stronger	4
1413	decision	evaluate	3
1414	provide	broad	4
1415	concern	individual	6
1416	motivated	commit	3
1417	predictor	outcome	4
1418	focus	authentic_leadership_theory	3
1419	understand	appreciate	10
1420	produce	outcome	5
1421	approach	hand	3
1422	structure##consideration	transformational_leadership_theory	3
1423	generate	image	3
1424	setting	perceive	3
1425	relation	enact	3
1426	leader##member	ability	3
1427	reward	effective	3
1428	woman	exhibit	3
1429	note	point	3
1430	leadership	attempt	12
1431	represent	relationship	7
1432	structuring	leader	3
1433	consideration	follower	11
1434	result	lack	3
1435	influence	emotional	3
1436	leader	propose	18
1437	give	complex	3
1438	actual	leader	16
1439	item	factor	11
1440	follower	work	32
1441	factor	situational	4
1442	major	challenge	4
1443	wide	phenomena	3
1444	outcome	reduce	3
1445	stereotype	implicit	3
1446	underlying	social	4
1447	member	hand	4
1448	day	work	5
1449	environment	expect	3
1450	addition	study	5
1451	collectivist	follower	3
1452	mask	unique	3
1453	judge	leadership	3
1454	objective	monitor	5
1455	demonstrate	follower	3
1456	approach	problem	11
1457	low##level	leader	5
1458	outcome	product	6
1459	emphasize	moral	3
1460	style	mediate	6
1461	variable	student	7
1462	underlying	style	3
1463	correlation	generation	3
1464	development	activity	6
1465	call	model	4
1466	relevant	close	4
1467	motivation	participate	3
1468	explore	potential	7
1469	culture	lead	6
1470	social	information	8
1471	program	leader	3
1472	member	agree	6
1473	face	effectiveness_level	6
1474	successful	assessment	3
1475	psychological	physical	4
1476	communication	influence	3
1477	acceptance	effectiveness_level	4
1478	study	relationship##oriented	6
1479	leadership	perceptual	3
1480	portray	leadership	3
1481	model	gather	3
1482	relationship	functional	3
1483	develop	exchange	5
1484	leader	give	16
1485	outcome	commitment	3
1486	encourage	message	5
1487	evaluate	leadership	8
1488	third	party	8
1489	relation	sector	5
1490	commitment	sense	4
1491	influence	intervene	8
1492	organizational	identification	26
1493	contaminate	individual	3
1494	transformational_leadership_theory	characteristic	9
1495	vertical_dyad_linkage_theory	transactional_transformational_leadership_model	5
1496	loafing	group	4
1497	experience	gain	3
1498	produce	social	7
1499	theory	attribution_theory_leadership	8
1500	action	outcome	3
1501	people	concern	7
1502	entrepreneurial	organization	4
1503	search	engine	3
1504	innovative	process	6
1505	leadership	field	17
1506	level	person	5
1507	support	promote	3
1508	relationship	help	3
1509	integration	social	6
1510	examine	indirect	3
1511	review	contribution	3
1512	place	include	4
1513	care	teacher	3
1514	measure	available	3
1515	complex	organizational_outcome	4
1516	study	transactional_transformational_leadership_model	7
1517	scale	form	9
1518	data	model	4
1519	structure	intentional	3
1520	level	low	4
1521	leadership	symbolize	5
1522	occur	result	5
1523	value	diversity	6
1524	occupational	psychology	4
1525	manager	strategic	3
1526	value	trust	6
1527	question	ii	5
1528	neglect	focus	3
1529	three	separate	8
1530	ethical	cognition	5
1531	instructional	management	3
1532	nursing	leadership	9
1533	person	ascribe	3
1534	develop	evaluate	4
1535	facilitate	learn	6
1536	strong	rationality	3
1537	task	receive	3
1538	leader	definition	7
1539	personal	dominance	5
1540	way	task	3
1541	factor	solution	7
1542	leader	autocratic	6
1543	advantage	enterprise	3
1544	attitude	motivation	5
1545	schmidt	hunter	3
1546	model	nurse	4
1547	decision	approach	5
1548	integrate	social	5
1549	influence	resource	3
1550	leader	phase	3
1551	system	group	6
1552	literature	set	3
1553	multipersonal	science	3
1554	model	determinant	5
1555	extent	individual	23
1556	investigate	relationship##oriented	3
1557	participative	tridimensional_leadership##effectiveness_model	3
1558	status	leadership	8
1559	process	provide	9
1560	people	unable	3
1561	active	passive	19
1562	work	attribution_theory_leadership	4
1563	theory	control	5
1564	integrate	style	3
1565	lack	experience	6
1566	difference	small	3
1567	action	social	3
1568	level	manage	3
1569	difficult	leader	9
1570	language	create	3
1571	review	contemporary	3
1572	care	employee	7
1573	emotional	healing	4
1574	attempt	leader	6
1575	criterion	determine	3
1576	depend	perception	3
1577	relationship	bring	8
1578	leadership	cognitive	3
1579	austrian	culture	3
1580	propose	hypotheses	5
1581	outcome	decision	3
1582	approach	socialize	3
1583	organization	follower	16
1584	team	potency	28
1585	influence	ability	6
1586	leadership	subsequent	3
1587	measurement	issue	9
1588	vertical_dyad_linkage_theory	accord	3
1589	study	relation	5
1590	explore	researcher	3
1591	resource	project	5
1592	interaction	enable	3
1593	interpret	involve	3
1594	level	human	3
1595	high	upward	5
1596	appropriate	role	6
1597	commitment	change	22
1598	view	leader##follower	3
1599	explanation	underlying	3
1600	leader##follower	development	3
1601	private	sector	18
1602	focus	individual##level	4
1603	performance	situational	6
1604	relationship	highlight	3
1605	base	number	6
1606	key	variable	9
1607	respondent	employ	3
1608	study	accord	3
1609	context	structure	6
1610	subordinate	consideration	3
1611	teacher	team	3
1612	reduce	set	5
1613	represent	step	3
1614	test	hypothesize	3
1615	difference	subordinate	5
1616	relationship	child	3
1617	level##analysis	construct	6
1618	perceive	school	4
1619	set	variable	4
1620	examine	moderation	5
1621	leadership	sufficient	3
1622	speech	act	3
1623	worthy	study	3
1624	leader	turn	3
1625	leader	strengthen	3
1626	management	need	3
1627	reveal	difference	6
1628	identify	leader	46
1629	mean	task	4
1630	culture	exist	5
1631	conduct	survey	5
1632	condition	factor	3
1633	work	control	3
1634	data	multiple	5
1635	greater	participation	3
1636	organization	common	5
1637	employee	engage	15
1638	inspirational	charismatic_leadership_theory	3
1639	innovativeness	profitability	3
1640	culture	consider	4
1641	interaction	member	7
1642	conflict	exist	5
1643	motivating	people	4
1644	complex	system	55
1645	influence	customer	3
1646	employee	burnout	10
1647	member	participate	15
1648	relationship	collaborator	3
1649	exercise	formal	3
1650	play	leadership	5
1651	action	create	5
1652	notion	woman	3
1653	relationship	transactional	4
1654	endorsement	adoption	3
1655	future	develop	4
1656	admire	person	3
1657	connection	leader	6
1658	grandiose	self	5
1659	create	feeling	3
1660	leader	authentic	8
1661	process	role	14
1662	moral	identity	6
1663	researcher	rely	3
1664	term	four	6
1665	study	house	6
1666	group	groupy	3
1667	model	change	5
1668	organization	aim	4
1669	accord	attribution_theory_leadership	3
1670	manager	classify	3
1671	explanatory	process	8
1672	purpose	examine	5
1673	effective	involve	3
1674	functional	organizational_outcome	4
1675	result	lead	5
1676	transform	leader##follower	3
1677	predate	ruler	6
1678	firm	strong	3
1679	result	sample	4
1680	variety	potential	5
1681	problem	involve	3
1682	mutual	purpose	10
1683	develop	approach	20
1684	approach	derive	4
1685	present	context	4
1686	benefit	doubt	4
1687	network	relate	5
1688	integration	technology	3
1689	sense	personal	11
1690	intend	personal	6
1691	effectiveness_level	job	3
1692	development	procedure	3
1693	phase	ii	15
1694	relationship	person	7
1695	prefer	leadership	16
1696	leadership	main	4
1697	tend	organizational_outcome	3
1698	student	engagement	8
1699	behavior	inconsistent	3
1700	explore	antecedent	3
1701	appealing	follower	4
1702	push	limit	3
1703	knowledge	address	3
1704	sharp	contrast	3
1705	practice	control	3
1706	leader	initiation	5
1707	focus	principal	3
1708	help	reduce	7
1709	factor	organizational_outcome	14
1710	experimental	task	5
1711	additional	relationship	3
1712	prosocial	behavior	6
1713	leader	present	18
1714	coping	mechanism	3
1715	concept	process	3
1716	analysis	type	4
1717	membership	cue	5
1718	design	direct	3
1719	transform	potential	3
1720	charismatic_leadership_theory	president	5
1721	performance	require	7
1722	appeal	effective	3
1723	palomba	banta	4
1724	identifiable	benefit	5
1725	follow	lead	4
1726	additional	organizational_outcome	4
1727	capable	address	3
1728	leadership	cross##cultural	4
1729	discussion	role	4
1730	psychology	leadership	8
1731	characteristic	common	9
1732	perceive	relationship	4
1733	situational_contingency_theory	argue	3
1734	group	subordinate	3
1735	support	assertion	13
1736	hope	contribute	7
1737	analysis	biography	4
1738	praise	recognition	8
1739	transformational_leadership_theory	view	8
1740	collective	self##concept	3
1741	present	theoretical	4
1742	feeling	work	5
1743	mediate	association	5
1744	basis	choose	4
1745	value	organization	26
1746	refer	work	4
1747	leadership	succession	6
1748	routine	invariant	7
1749	faith	altruistic	4
1750	type	indicator	22
1751	hunter	schmidt	4
1752	learn	process	9
1753	cost	related	4
1754	dominate	management	5
1755	single	factor	15
1756	change	reflect	3
1757	sustainable	veri	3
1758	organizational_outcome	bring	3
1759	establish	leadership	11
1760	perceive	care	3
1761	laissez##faire	leadership##related	3
1762	justice	treat	3
1763	competency	leader	11
1764	society	technology	4
1765	social	categorization	18
1766	manager	charismatic_leadership_theory	4
