	gram_1	gram_2	gram_3	Freq
1021	network	approach	leadership	5
1022	acceptance	rejection	influence	3
1023	supply	chain	project	27
1024	follower	identification	social	5
1025	unequal	reflect	intend	3
1026	instrumental	expressive	network	4
1027	behavior	interactional	justice	3
1028	serve	negative	moderator	4
1029	language	action	relation	3
1030	manager	delegate	task	3
1031	student	outcome	teacher	4
1032	performance	customer	relationship	3
1033	dimension	content	analysis	3
1034	multiple	construction	process	3
1035	feel	extent	appeal	3
1036	mind	construct	accumulate	3
1037	impression	management	tactic	5
1038	connection	people	related	3
1039	preference	leader	structuring	3
1040	affect	follower	behavior	3
1041	dynamic	examination	relational	3
1042	difference	trust	building	3
1043	finding	provide	support	6
1044	direct	contact	subordinate	3
1045	hosking	social	constructivist	3
1046	problem	solving	follower	4
1047	innovation	status	hollander	3
1048	creativity	innovation	antecedent	3
1049	exceptional	power	characteristic	3
1050	system	complex	adaptive	3
1051	develop	statistical	model	3
1052	individual	reduce	causal	3
1053	autocratic	follower	burnout	4
1054	theorizing	neglect	consideration	3
1055	construct	accumulate	store	3
1056	identify	contact	people	3
1057	raise	morality	motivation	4
1058	empirical	evidence	relationship	4
1059	reality	researcher	job	3
1060	augment	relationship	affective	3
1061	model	social	identity	66
1062	focus	generate	idea	3
1063	bass	view	transformational	5
1064	negative	relationship	performance	3
1065	circumstance	environment	relationship	3
1066	related	product	development	3
1067	leadership	observer	construct	3
1068	leadership	hold	term	3
1069	relationship	work	force	3
1070	issue	reveal	action	3
1071	leader	behave	way	7
1072	consider	approach	offer	3
1073	actor	model	individual	3
1074	believe	autocratic	leadership	4
1075	real	construct	relational	3
1076	artifact	mother	place	3
1077	foundation	nonprofit	management	6
1078	leader	offer	subordinate	4
1079	single	point	time	6
1080	derive	connection	role	3
1081	experience	inform	cognition	3
1082	dyad	discourse	analysis	3
1083	attribution	intentionality	suggest	3
1084	reflective	transformation	leadership	3
1085	leadership	organizational	citizenship	6
1086	confirmatory	factor	analysis	23
1087	contribute	formation	relational	3
1088	milestone	convert	school	3
1089	leader	sacrifice	benefit	3
1090	secondary	appraisal	primary	3
1091	attain	leadership	role	3
1092	influence	superior	employee	3
1093	leadership	skill	develop	3
1094	predicate	content	nature	3
1095	younger	older	worker	5
1096	group	contribution	individual	3
1097	joint	venture	partner	3
1098	characteristic	focal	manager	3
1099	leadership	characteristic	team	3
1100	define	term	relationship	8
1101	multiple	activate	relational	3
1102	manage	high	job	9
1103	expect	contribute	task	3
1104	support	mediate	role	3
1105	profile	actual	manager	4
1106	social	responsibility	corporate	11
1107	leadership	organization	term	3
1108	focus	develop	high	3
1109	mediate	role	follower	3
1110	anonymity	creativity	relevant	4
1111	superior	subordinate	interaction	6
1112	person	engage	raise	4
1113	planning	manufacturing	manager	3
1114	interest	sake	collectivity	3
1115	analysis	behavior	description	8
1116	transform	situational	leader	5
1117	democratic	leadership	member	3
1118	group	member	experience	3
1119	salient	people	identify	3
1120	manager	time	spend	3
1121	foster	healthful	regeneration	5
1122	clear	separation	mind	3
1123	leadership	define	process	5
1124	accuracy	characteristic	management	7
1125	leader	ability	elicit	3
1126	management	human	resource	15
1127	masculinity	femininity	dominance	3
1128	greater	group	efficacy	3
1129	description	questionnaire	yukl	3
1130	event	description	organization	3
1131	lateral	distributive	approach	3
1132	relational	offer	approach	5
1133	key	indicator	style	8
1134	gender	role	organizational	3
1135	influence	attitude	behavior	4
1136	link	organizational	citizenship	4
1137	leader	group	organization	3
1138	leader	network	member	6
1139	advance	learn	approach	3
1140	traditional	problem	focus	3
1141	individual	independent	discrete	3
1142	phenomena	approach	model	3
1143	recognize	gap	prior	3
1144	gain	holistic	view	3
1145	interpersonal	require	direct	3
1146	role	emotion	relational	3
1147	view	individual	group	3
1148	system	action	manager	3
1149	dimension	leader	supportiveness	3
1150	reality	construct	participant	3
1151	member	exchange	share	3
1152	teacher	work	classroom	4
1153	view	passive	malleable	3
1154	social	relation	enact	3
1155	exchange	theory	describe	3
1156	consider	avenue	explore	3
1157	learn	invent	produce	3
1158	satisfaction	democratic	leadership	5
1159	meet	adaptive	challenge	3
1160	group	member	willing	3
1161	leadership	approach	examine	3
1162	understand	leader	influential	3
1163	construction	past	future	3
1164	autocratic	leadership	country	3
1165	difference	close	situation	4
1166	perceive	susceptibility	change	3
1167	team	member	understanding	3
1168	utility	network	connection	3
1169	effort	behalf	value	3
1170	task	organizational	factor	3
1171	count	leadership	contribute	3
1172	increase	complexity	work	3
1173	citizenship	behavior	leader	4
1174	relationship	conceptual	model	5
1175	relational	concept	derive	3
1176	theory	leadership	reflect	3
1177	member	group	organization	4
1178	justice	social	comparison	3
1179	outcome	leadership	generate	3
1180	team	member	develop	4
1181	role	motivational	leader	4
1182	prevail	construct	notion	3
1183	leadership	practice	line	5
1184	leadership	creativity	innovation	8
1185	meaning	unit	derive	3
1186	cross	functional	product	4
1187	system	procedure	rule	3
1188	idea	group	member	5
1189	focus	leader	group	3
1190	leadership	behaviour	influence	3
1191	management	power	theory	3
1192	innovation	role	performance	3
1193	responsible	people	produce	3
1194	learning	culture	organization	3
1195	virtual	team	leadership	9
1196	leadership	management	manager	3
1197	affective	employee	stress	3
1198	relationship	develop	process	3
1199	gender	role	approach	3
1200	process	relate	understand	3
1201	primary	relation	focus	3
1202	evaluation	relative	relationship	3
1203	support	legitimize	influence	3
1204	adopt	value	attitude	3
1205	citizenship	behaviour	altruism	3
1206	assume	relevant	situation	3
1207	social	emotional	performance	4
1208	understand	lean	leadership	4
1209	leader	emerge	maintain	3
1210	process	work	leader	3
1211	behavior	leader	create	3
1212	structuring	organize	focus	3
1213	organization	hold	policy	3
1214	causal	inference	logical	3
1215	team	focus	characteristic	3
1216	reveal	action	science	3
1217	accompany	introduction	person	3
1218	change	view	relate	3
1219	human	phenomena	true	3
1220	problem	focus	approach	3
1221	determinant	corporate	social	4
1222	manager	global	leadership	3
1223	concept	extent	individual	3
1224	trait	leader	emergence	3
1225	social	constructionism	center	3
1226	past	future	understanding	3
1227	supply	chain	network	21
1228	stress	similarity	follower	3
1229	theory	leadership	focus	7
1230	focus	communication	medium	3
1231	performance	causal	chain	3
1232	part	way	failure	3
1233	strong	sense	personal	3
1234	leader	develop	high	3
1235	contact	people	focus	3
1236	organization	human	social	3
1237	job	control	high	4
1238	term	multiple	analysis	3
1239	call	change	leadership	3
1240	develop	chen	relational	3
1241	performance	standard	shape	3
1242	small	group	leadership	3
1243	control	hierarchical	relationship	3
1244	methodology	part	way	3
1245	reality	integration	leadership	3
1246	place	human	encounter	3
1247	function	express	relation	3
1248	personal	environment	fit	4
1249	scholar	practitioner	alike	3
1250	resuscitation	unit	leadership	3
1251	gender	difference	perception	3
1252	sense	understand	term	3
1253	teacher	leadership	school	3
1254	evidence	clinical	practice	4
1255	internalize	leader	value	3
1256	leader	status	organization	7
1257	mediate	leader	perceive	3
1258	team	member	feeling	4
1259	frame	reference	guide	3
1260	individual	encounter	leader	3
1261	underpinnings	methodology	examine	3
1262	envision	transformational	phenomenon	4
1263	resource	plan	assimilation	7
1264	situation	behavior	relevant	3
1265	refer	extent	leader	3
1266	generic	leadership	function	14
1267	modeling	approach	ground	3
1268	meaning	approach	emerge	3
1269	support	negate	action	3
1270	form	fulfill	competitive	3
1271	express	relation	chen	3
1272	relational	nature	leadership	4
1273	value	interest	social	3
1274	ability	advance	knowledge	3
1275	pragmatic	leadership	focus	3
1276	way	greater	lesser	3
1277	engage	knowledge	creation	3
1278	relation	change	larger	3
1279	leadership	construct	research	3
1280	effective	function	organization	4
1281	clinical	guideline	evidence	3
1282	feeling	opinion	behavior	4
1283	leader	group	follower	3
1284	individual	perceive	interact	3
1285	issue	leadership	approach	5
1286	view	leadership	manager	3
1287	develop	integrative	understanding	3
1288	group	problem	solving	6
1289	moderate	relationship	diversity	3
1290	reference	person	communicate	3
1291	positive	generalize	reciprocity	3
1292	mutual	interest	salient	3
1293	role	life	satisfaction	3
1294	related	organizational	citizenship	10
1295	human	social	construction	3
1296	positive	negative	mood	3
1297	autocratic	leadership	time	5
1298	propose	hierarchical	taxonomy	5
1299	expect	exhibit	stronger	4
1300	characteristic	situation	affect	3
1301	depend	tension	dominate	3
1302	process	intra	interpersonal	3
1303	focus	behavior	leader	5
1304	variant	relational	constructionism	3
1305	develop	conceptual	framework	4
1306	engender	leader	essential	3
1307	work	role	fit	3
1308	performance	individual	group	4
1309	group	top	management	3
1310	collective	sensemaking	attribution	3
1311	group	oriented	interpersonal	4
1312	need	leadership	related	3
1313	grow	body	empirical	3
1314	employee	basic	growth	4
1315	process	person	view	3
1316	clear	rule	behavior	3
1317	explicit	milestone	convert	3
1318	practice	relational	phenomena	3
1319	male	female	manager	9
1320	group	hogg	concept	3
1321	model	unique	individual	3
1322	enhance	capacity	accomplish	3
1323	group	emphasize	relational	3
1324	turn	discussion	intend	3
1325	chain	project	leadership	4
1326	process	structuring	organize	6
1327	uncertainty	avoidance	country	4
1328	time	leader	sole	3
1329	salient	motivate	individual	3
1330	clear	explain	approach	3
1331	theoretical	practical	implication	9
1332	clarify	expect	follower	3
1333	loyal	experience	leader	3
1334	bond	individual	collectivity	3
1335	leadership	assume	multiple	3
1336	change	leadership	focal	3
1337	leadership	outcome	performance	3
1338	perception	intention	behavior	3
1339	potential	provide	framework	3
1340	leader	care	follower	4
1341	resource	department	partner	3
1342	key	role	network	3
1343	direction	leader	provide	3
1344	autocratic	leadership	lead	3
1345	person	reinforce	promote	3
1346	organizational	member	engage	6
1347	emerge	reality	leadership	3
1348	structure	intentional	hosking	3
1349	meet	exchange	enactment	3
1350	ethical	unethical	behavior	3
1351	share	problem	solving	4
1352	individual	know	mind	3
1353	social	responsibility	practice	13
1354	hold	leader	rating	12
1355	link	leader	member	3
1356	business	engage	relationship	3
1357	implementation	enterprise	resource	4
1358	accumulate	store	individual	3
1359	diversity	collective	team	3
1360	planning	knowledge	share	7
1361	emerge	proceed	perceive	3
1362	report	superior	subordinate	3
1363	ascribe	group	define	3
1364	mind	issue	reveal	3
1365	trustworthiness	trust	empowerment	4
1366	individual	organizational	member	3
1367	sell	participate	delegate	5
1368	multiple	influence	approach	4
1369	public	private	profit	3
1370	dynamic	open	small	3
1371	suggest	leader	create	3
1372	researcher	respondent	perception	5
1373	assimilate	prototypical	characteristic	3
1374	interaction	process	outcome	3
