	gram_1	gram_2	Freq
1319	entity	analysis	5
1320	follow	policy	3
1321	person	understand	4
1322	develop	group	3
1323	increase	worker	5
1324	subordinate	judge	3
1325	multinational	corporation	8
1326	esteem	motive	3
1327	theory	challenge	4
1328	existence	trait	3
1329	social	behavior	22
1330	recognize	accomplishment	4
1331	behavior	place	4
1332	reveal	factor	3
1333	suggest	neuroticism	3
1334	individual	propensity	3
1335	psychology	theory	8
1336	lack	relationship	5
1337	faith	respect	3
1338	team	stakeholder	5
1339	concept	engage	3
1340	subjective	perception	7
1341	ideal	represent	3
1342	combination	anonymity	4
1343	global	business	5
1344	evolve	leadership	3
1345	extent	leader	62
1346	prototypic	leader	3
1347	job	negative	3
1348	race	gender	4
1349	view	contrast	4
1350	share	cultural	16
1351	behavior	potential	3
1352	organizational	situation	8
1353	approach	reinforce	3
1354	related	greater	3
1355	exhaustion	employee	3
1356	distinction	management	5
1357	loyal	experience	3
1358	show	subordinate	3
1359	leadership	conduct	13
1360	model	specify	4
1361	attempt	influence	16
1362	value	benefit	4
1363	consistent	expect	3
1364	organization	time	14
1365	environmental	sensitivity	3
1366	identify	optimal	3
1367	argument	empirical	4
1368	encouragement	reward	3
1369	woman	capable	3
1370	understand	personal	3
1371	role	understand	3
1372	perceive	autocratic	10
1373	extent	individual	25
1374	interaction	event	4
1375	consideration	leader	11
1376	create	follower	12
1377	honor	duty	3
1378	business	engage	3
1379	role	differentiation	8
1380	function	conceptualize	3
1381	struggle	autocratic	8
1382	idea	real	4
1383	high	control	14
1384	employee	state	4
1385	knowledge	relational	3
1386	benefit	diversity	3
1387	taxonomy	develop	3
1388	reduce	set	5
1389	process	underlying	9
1390	situational	parameter	5
1391	high	express	3
1392	project	data	3
1393	specific	issue	4
1394	resource	task	18
1395	affect	process	4
1396	effort	employee	6
1397	believe	employee	4
1398	leader	plan	7
1399	difference	theory	7
1400	category	approach	3
1401	individual	expectation	3
1402	reason	complex	3
1403	structure	knowledge	3
1404	task	time	11
1405	expectation	hold	10
1406	process	network	4
1407	approach	outline	4
1408	style	affective	3
1409	give	theoretical	3
1410	unpleasant	surprise	3
1411	individual	follow	3
1412	select	train	3
1413	individual	component	5
1414	process	categorization	4
1415	search	strategy	7
1416	leadership	mediate	6
1417	perceive	positive	4
1418	leadership	analysis	29
1419	argue	context	3
1420	change	construct	3
1421	involved	leadership	6
1422	building	theory	9
1423	psychological	effort	3
1424	consensus	approach	5
1425	distribute	member	4
1426	approach	respondent	3
1427	information	relate	3
1428	life	group	3
1429	average	latent	3
1430	decrease	satisfaction	3
1431	conscientious	leader	14
1432	integrative	framework	3
1433	imply	causal	3
1434	major	approach	4
1435	approach	favor	3
1436	accomplishment	objective	3
1437	benefit	public	3
1438	situation	define	6
1439	support	dimension	4
1440	woman	teacher	3
1441	outcome	interest	8
1442	trust	mutual	5
1443	approach	ignore	3
1444	care	industry	6
1445	dyad	innovative	3
1446	subjective	experience	4
1447	firm	strong	3
1448	trait	view	3
1449	production	implementation	5
1450	perception	team	5
1451	attend	social	3
1452	failure	leader	4
1453	conscientious	individual	12
1454	desire	convention	3
1455	landholder	groupman	3
1456	notion	need	3
1457	empower	people	4
1458	open	accept	3
1459	value	difference	5
1460	power	inherent	4
1461	negative	feeling	5
1462	assess	model	4
1463	express	term	4
1464	depend	extent	9
1465	place	ongoing	3
1466	regular	interaction	3
1467	market	approach	3
1468	inspirational	approach	8
1469	require	understand	6
1470	practice	promote	3
1471	process	encourage	9
1472	entity	relational	11
1473	good	safety	4
1474	theory	ideal	4
1475	collective	vehicle	3
1476	behaviour	measure	6
1477	chairperson	public	3
1478	trust	mediate	7
1479	cue	characteristic	3
1480	leader	honest	3
1481	supervision	leader	3
1482	country	involve	3
1483	objective	enhance	8
1484	demonstrate	link	5
1485	measure	perceive	7
1486	articulate	appealing	3
1487	measure	available	3
1488	turnover	absenteeism	6
1489	apply	criterion	3
1490	individual	repertoire	4
1491	theoretical	distinction	3
1492	learning	leader	7
1493	outcome	publish	3
1494	role	embed	4
1495	successful	individual	3
1496	argument	leadership	7
1497	cognition	serve	3
1498	leader	contingent	5
1499	conclusion	need	3
1500	establish	leader	4
1501	distal	proximal	3
1502	open	democratic	3
1503	focus	independent	6
1504	trait	utility	3
1505	change	future	3
1506	behavior	leader	140
1507	expert	opinion	4
1508	passive	avoidant	3
1509	workplace	setting	6
1510	employee	general	4
1511	value	share	3
1512	form	follower	3
1513	dispositional	need	9
1514	worth	pursue	3
1515	technology	project	19
1516	create	idea	3
1517	cultural	historical	13
1518	ability	engage	7
1519	report	job	9
1520	define	dimension	7
1521	perceive	task	7
1522	explanation	emphasize	4
1523	examine	preference	3
1524	argue	perceive	4
1525	omnibus	comparison	3
1526	job	member	4
1527	team	display	3
1528	unique	model	4
1529	betweenness	position	8
1530	behavior	mere	3
1531	leadership	operationalize	3
1532	operational	managerial	4
1533	idea	promote	4
1534	support	evidence	6
1535	contribute	explain	5
1536	system	job	3
1537	future	replicate	3
1538	leader	player	3
1539	time	budget	5
1540	hope	optimism	4
1541	sponsor	project	4
1542	agree	statement	3
1543	hunt	refer	3
1544	employee	specific	3
1545	global	environment	5
1546	network	leader	19
1547	follow	theory	3
1548	influence	control	7
1549	experience	intelligence	3
1550	understand	lean	6
1551	education	training	6
1552	people	leadership	8
1553	structure	define	4
1554	concept	control	3
1555	mind	heart	4
1556	leadership	zaccaro	3
1557	assume	personal	4
1558	distinct	style	6
1559	decision	provide	3
1560	inform	understanding	3
1561	member	dyad	33
1562	stimulate	people	3
1563	model	communication	6
1564	work	meaningful	5
1565	greater	style	3
1566	practice	basic	3
1567	conceptualize	dyadic	3
1568	engender	leader	5
1569	stream	relationship	3
1570	preference	personalize	4
1571	build	support	3
1572	power	limit	3
1573	predict	leader	14
1574	causal	claim	3
1575	classify	behavior	3
1576	engage	creative	3
1577	development	relevant	3
1578	ability	lack	3
1579	organization	topic	3
1580	satisfaction	specific	3
1581	perception	turn	3
1582	improvement	activity	4
1583	perform	nature	3
1584	organizational	setting	55
1585	antecedent	outcome	18
1586	idealize	approach	5
1587	share	practice	5
1588	follower	latitude	7
1589	practice	policy	3
1590	enhance	people	5
1591	offer	implication	3
1592	friendly	supportive	5
1593	link	trust	3
1594	woman	newcomer	3
1595	generate	influence	3
1596	contingent	outcome	3
1597	interest	emerge	3
1598	predict	individual	7
1599	need	integrate	3
1600	good	sense	3
1601	work	view	4
1602	way	concept	3
1603	separate	independent	4
1604	identity	emotion	5
1605	pressure	conform	5
1606	remain	unexplored	4
1607	leadership	impression	3
1608	matter	difference	3
1609	organizational	barrier	3
1610	effort	meet	3
1611	material	exchange	3
1612	leader	stimulate	8
1613	work	contract	5
1614	supervisory	monitoring	3
1615	turn	leader	10
1616	positive	employee	13
1617	perceive	performance	7
1618	approach	encourage	9
1619	knowledge	resource	3
1620	feel	organization	8
1621	oriented	system	3
1622	distinguishes	approach	3
1623	suggest	people	12
1624	organization	major	3
1625	practice	link	3
1626	internalization	core	3
1627	model	people	5
1628	theory	receive	8
1629	process	represent	3
1630	team	reach	3
1631	value	reward	7
1632	model	interest	3
1633	equal	influence	3
1634	label	leadership	4
1635	effective	organizational	9
1636	entity	distinguished	3
1637	value	development	3
1638	provide	greater	13
1639	task	skill	5
1640	difference	job	5
1641	reality	integration	3
1642	content	leader	5
1643	leadership	realm	3
1644	dominant	paradigm	3
1645	role	perception	10
1646	influence	intergroup	3
1647	issue	constitute	3
1648	focus	create	4
1649	decision	procedure	9
1650	sense	efficacy	5
1651	social	historical	3
1652	form	status	5
1653	approach	subject	4
1654	reveal	insight	3
1655	effort	examine	8
1656	role	ascription	3
1657	task	satisfaction	4
1658	identification	trust	10
1659	high	ethical	10
1660	evaluation	leadership	3
1661	data	investigate	3
1662	system	view	6
1663	change	time	21
1664	learning	activity	3
1665	approach	finding	4
1666	perception	successful	3
1667	activity	corporate	3
1668	organizational	climate	49
1669	leadership	overarch	3
1670	member	framework	3
1671	leader	strive	4
1672	view	person	9
1673	benevolent	moral	6
1674	hosking	describe	6
1675	symbol	ritual	4
1676	people	create	6
1677	main	factor	4
1678	outcome	consistent	4
1679	prove	beneficial	3
1680	model	activation	3
1681	idea	opinion	5
1682	modify	situation	3
1683	leadership	predictor	7
1684	choice	leader	7
1685	image	evoke	3
1686	relationship	evidence	4
1687	dysfunctional	behavior	4
1688	attention	hard	3
1689	evaluation	manager	3
1690	hierarchical	leader	9
1691	label	attempt	3
1692	behavior	research	7
1693	traditional	notion	3
1694	accord	manager	3
1695	developmental	opportunity	3
1696	member	identification	10
1697	reflect	finding	3
1698	setting	bass	3
1699	report	related	4
1700	give	member	3
1701	adaptive	relationship	3
1702	task	willingness	3
1703	share	state	3
1704	demand	change	4
1705	explanation	climate	3
1706	bold	aggressive	3
1707	achieve	authenticity	4
1708	explicit	link	3
1709	reduce	inhibition	3
1710	follower	lord	3
1711	choice	individual	4
1712	head	nurse	13
1713	close	compare	4
1714	alternative	theoretical	7
1715	leadership	decrease	3
1716	ability	control	7
1717	team	influence	4
1718	focus	global	3
1719	neuroticism	locus	6
1720	superior	organizational	4
1721	style	single	3
1722	relative	incremental	3
1723	incremental	predictive	4
1724	follower	attribution	30
1725	outcome	firm	4
1726	approach	expectation	4
1727	relationship	practice	3
1728	encourage	reward	3
1729	role	determine	24
1730	people	persuade	5
1731	relationship	personal	3
1732	group	reason	4
1733	protect	value	3
1734	leader	fulfill	4
1735	develop	innovation	3
1736	function	job	5
1737	apply	principle	4
1738	encourage	development	5
1739	approach	follow	4
1740	leadership	distinguished	5
1741	approach	component	4
1742	compilational	unit	10
1743	identity	theory	74
1744	support	lean	3
1745	time	multiple	4
1746	maturity	term	4
1747	response	situation	6
1748	analysis	solution	3
1749	leader	handle	5
1750	department	employee	10
1751	problem	opportunity	8
1752	change	program	8
1753	good	lead	3
1754	affect	group	8
1755	worker	satisfaction	5
1756	structural	hole	23
1757	effects	leadership	4
1758	hold	position	16
1759	potential	experience	3
1760	people	unwilling	3
1761	attain	position	3
1762	environment	relationship	4
1763	reflect	expectation	3
1764	interesting	approach	6
1765	model	hypothesize	5
1766	resolution	conflict	3
1767	core	proposition	3
1768	firm	supply	6
1769	need	theoretical	5
1770	behavior	diverse	5
1771	leader	participation	3
1772	player	larger	3
1773	decision	leader	11
1774	follower	enhance	8
1775	analysis	lateral	3
1776	key	dimension	8
1777	soft	influence	3
1778	cultural	background	8
1779	cultural	factor	7
1780	knowledge	process	15
1781	potential	moderator	9
1782	leadership	conceptual	9
1783	individual	lead	8
1784	complex	issue	4
1785	emotional	affective	3
1786	manipulation	check	12
1787	job	report	4
1788	provide	direction	22
1789	tie	individual	6
1790	construct	follower	4
1791	overcome	difficult	3
1792	member	contribute	8
1793	incur	high	3
1794	large	project	3
1795	examine	occurrence	3
1796	characteristic	anonymity	4
1797	adoption	innovation	3
1798	high	support	8
1799	point	set	3
1800	lead	action	3
1801	social	constructionism	6
1802	activity	time	3
1803	consistent	role	5
1804	related	approach	12
1805	practice	theory	3
1806	follower	communication	5
1807	regulate	behavior	5
1808	network	diverse	3
1809	identity	work	4
1810	create	team	9
1811	interactive	relationship	5
1812	leadership	resource	6
1813	competence	knowledge	4
1814	practical	knowledge	10
1815	knowledge	information	19
1816	difference	need	4
1817	transformation	organization	4
1818	authentic	development	3
1819	training	setting	3
1820	building	bridge	3
1821	influence	ethical	4
1822	finding	strengthen	3
1823	notion	transform	3
1824	people	give	5
1825	characteristic	evidence	4
1826	information	relevant	6
1827	style	relate	3
1828	organization	transformation	3
1829	emerge	interaction	11
1830	hollander	argue	3
1831	first	focus	3
1832	seek	enhance	3
1833	crucial	knowledge	3
1834	theory	construction	3
1835	difference	related	6
1836	social	learn	6
1837	group	influence	7
1838	commitment	motivation	15
1839	phenomenon	call	3
1840	behavior	demonstrate	17
1841	possibility	leadership	8
1842	draw	theory	5
1843	publish	theoretical	3
1844	rating	source	4
1845	individual	reach	3
1846	employee	serve	3
1847	relationship	variation	3
1848	inverse	relationship	7
1849	set	people	5
1850	work	change	5
1851	need	clarity	4
1852	element	leadership	4
1853	school	practice	4
1854	relative	validate	5
1855	team	construct	8
1856	understanding	basis	3
1857	development	offer	3
1858	structure	predicate	3
1859	work	clear	3
1860	way	deal	4
1861	increase	complexity	10
1862	accomplish	general	3
1863	relationship	hardiness	3
1864	characteristic	practice	5
1865	ideological	explanation	4
1866	performance	create	4
1867	behavior	oppose	3
1868	characteristic	personal	4
1869	broader	range	13
1870	leader	elect	5
1871	welfare	state	4
1872	report	multifactor	5
1873	model	consistent	10
1874	school	climate	18
1875	enhance	firm	7
1876	environment	form	3
1877	report	greater	7
1878	personal	preference	3
1879	subordinate	attain	3
1880	morale	performance	9
1881	nurse	leader	4
1882	identify	prototypical	3
1883	work	contrast	3
1884	equalitarian	role	5
1885	innovation	introduction	3
1886	construct	domain	3
1887	network	move	3
1888	model	understanding	5
1889	support	mediate	4
1890	commitment	apply	7
1891	employee	violate	3
1892	objective	pursue	3
1893	need	share	3
